Food code,Food description
58131330,"The image shows the food category of ravioli, meat-filled, with cream sauce."
58131510,"The image shows the food category of ravioli, cheese-filled, no sauce."
58131520,"The image shows the food category of ravioli, cheese-filled, with tomato sauce."
58131523,"The image shows the food category of ravioli, cheese-filled, with tomato sauce, canned. Additional details include chef Boyardee Cheese Ravioli."
58131530,"The image shows the food category of ravioli, cheese-filled, with meat sauce."
58131535,"The image shows the food category of ravioli, cheese-filled, with cream sauce."
58131590,"The image shows the food category of ravioli, cheese and spinach-filled, no sauce."
58131600,"The image shows the food category of ravioli, cheese and spinach-filled, with cream sauce."
58131610,"The image shows the food category of ravioli, cheese and spinach filled, with tomato sauce."
58133110,"The image shows the food category of manicotti, cheese-filled, no sauce."
58133120,"The image shows the food category of manicotti, cheese-filled, with tomato sauce, meatless."
58133130,"The image shows the food category of manicotti, cheese-filled, with meat sauce. Additional details include manicotti, not further specified subcategory assigned."
58133140,"The image shows the food category of manicotti, vegetable- and cheese-filled, with tomato sauce, meatless."
58134110,"The image shows the food category of stuffed shells, cheese-filled, no sauce."
58134120,"The image shows the food category of stuffed shells, cheese-filled, with tomato sauce, meatless."
58134130,"The image shows the food category of stuffed shells, cheese-filled, with meat sauce. Additional details include stuffed shells, not further specified subcategory assigned."
58134160,"The image shows the food category of stuffed shells, cheese- and spinach- filled, no sauce."
58134210,"The image shows the food category of stuffed shells, with chicken, with tomato sauce."
58134310,"The image shows the food category of stuffed shells, with fish and/or shellfish, with tomato sauce."
58134610,"The image shows the food category of tortellini, meat-filled, with tomato sauce."
58134613,"The image shows the food category of tortellini, meat-filled, with tomato sauce, canned. Additional details include canned tortellini, not specified subcategory as to filling; Chef Boyardee Meat Tortellini."
58134620,"The image shows the food category of tortellini, cheese-filled, meatless, with tomato sauce."
58134623,"The image shows the food category of tortellini, cheese-filled, meatless, with tomato sauce, canned. Additional details include chef Boyardee Cheese Tortellini."
58134640,"The image shows the food category of tortellini, cheese-filled, meatless, with vinaigrette dressing."
58134650,"The image shows the food category of tortellini, meat-filled, no sauce."
58134660,"The image shows the food category of tortellini, cheese-filled, with cream sauce."
58134680,"The image shows the food category of tortellini, cheese-filled, no sauce."
58134710,"The image shows the food category of tortellini, spinach-filled, with tomato sauce."
58134720,"The image shows the food category of tortellini, spinach-filled, no sauce."
58134810,"The image shows the food category of cannelloni, cheese- and spinach-filled, no sauce."
58135110,The image shows the food category of chow fun noodles with meat and vegetables.
58135120,"The image shows the food category of chow fun noodles with vegetables, meatless."
58136110,"The image shows the food category of lo mein, not further specified subcategory assigned."
58136120,"The image shows the food category of lo mein, meatless. Additional details include vegetable or vegetarian lo mein."
58136130,"The image shows the food category of lo mein, with shrimp. Additional details include lo mein with seafood."
58136140,"The image shows the food category of lo mein, with pork."
58136150,"The image shows the food category of lo mein, with beef."
58136160,"The image shows the food category of lo mein, with chicken. Additional details include turkey."
58137210,"The image shows the food category of pad Thai, not further specified subcategory assigned."
58137220,"The image shows the food category of pad Thai, meatless."
58137230,The image shows the food category of pad Thai with chicken. Additional details include turkey and other poultry.
58137240,The image shows the food category of pad Thai with seafood. Additional details include shrimp; fish.
58137250,The image shows the food category of pad Thai with meat.
58137300,"The image shows the food category of adobo, with noodles. Additional details include any combination of meat, poultry, seafood, and vegetables; Filipino dish."
58140110,"The image shows the food category of spaghetti with corned beef, Puerto Rican style. Additional details include espaguetti a la reina."
58140310,"The image shows the food category of macaroni with tuna, Puerto Rican style. Additional details include macarrones con atun."
58145110,"The image shows the food category of macaroni or noodles with cheese. Additional details include macaroni casserole, not further specified subcategory assigned; macaroni and cheese, not further specified subcategory assigned; from home recipe, ready-to-eat, or frozen."
58145111,"The image shows the food category of macaroni or noodles with cheese, from restaurant. Additional details include fast food; other place."
58145112,"The image shows the food category of macaroni or noodles with cheese, made from packaged mix."
58145113,"The image shows the food category of macaroni or noodles with cheese, canned. Additional details include franco-American."
58145117,"The image shows the food category of macaroni or noodles with cheese, Easy Mac type."
58145119,"The image shows the food category of macaroni or noodles with cheese, made from reduced fat packaged mix. Additional details include kraft Macaroni and Cheese Deluxe 1/2 the fat dinner; made with 2% milk cheese."
58145120,The image shows the food category of macaroni or noodles with cheese and tuna. Additional details include tuna Helper Cheesy Noodles 'n' Tuna; Tuna Helper Tuna Au gratin.
58145135,The image shows the food category of macaroni or noodles with cheese and meat. Additional details include beef; pork or ham.
58145136,"The image shows the food category of macaroni or noodles with cheese and meat, prepared from Hamburger Helper mix. Additional details include beef; pork or ham; Cheeseburger Macaroni; Cheesy Italian."
58145140,The image shows the food category of macaroni or noodles with cheese and tomato.
58145160,The image shows the food category of macaroni or noodles with cheese and frankfurters or hot dogs.
58145170,The image shows the food category of macaroni or noodles with cheese and egg.
58145190,The image shows the food category of macaroni or noodles with cheese and chicken or turkey.
58145300,"The image shows the food category of macaroni or noodles with cheese, whole grain."
58146120,"The image shows the food category of pasta with tomato-based sauce, cheese and meat. Additional details include cannelloni; Baked Ziti with meat; spaghetti, any shape pasta; marinara, red sauce; not specified subcategory sauce kind."
58146150,"The image shows the food category of pasta with tomato-based sauce and cheese. Additional details include baked Ziti, spaghetti, any shape pasta; marinara, red sauce; not specified subcategory sauce kind."
58146160,"The image shows the food category of pasta with vegetables, no sauce or dressing. Additional details include macaroni, spaghetti, any shape of pasta; made with any vegetables other than tomatoes and onions."
58146210,"The image shows the food category of pasta with sauce, not further specified subcategory assigned."
58146215,"The image shows the food category of pasta with sauce, meatless, school lunch. Additional details include spaghetti, any shape pasta."
58146221,"The image shows the food category of pasta with tomato-based sauce, restaurant. Additional details include spaghetti, any shape pasta; marinara, red sauce; not specified subcategory sauce kind; fast food."
58146222,"The image shows the food category of pasta with tomato-based sauce, home recipe. Additional details include spaghetti, any shape pasta; marinara, red sauce; not specified subcategory sauce kind; not specified subcategory source."
58146223,"The image shows the food category of pasta with tomato-based sauce, ready-to-heat. Additional details include spaghetti, any shape pasta; marinara, red sauce; not specified subcategory sauce kind; canned, commercially frozen, dry mix, microwavable container; from other place; SpaghettiOs, meatless or not further specified subcategory assigned."
58146301,"The image shows the food category of pasta with tomato-based sauce, and added vegetables, restaurant. Additional details include spaghetti, any shape pasta; marinara, red sauce; not specified subcategory sauce kind; vegetables other than tomatoes and onions; fast food."
58146302,"The image shows the food category of pasta with tomato-based sauce, and added vegetables, home recipe. Additional details include spaghetti, any shape pasta; marinara, red sauce; not specified subcategory sauce kind; not specified subcategory source; vegetables other than tomatoes and onions."
58146303,"The image shows the food category of pasta with tomato-based sauce, and added vegetables, ready-to-heat. Additional details include spaghetti, any shape pasta; marinara, red sauce; not specified subcategory sauce kind; vegetables other than tomatoes and onions; canned, commercially frozen, dry mix, microwavable container; from other place."
58146315,"The image shows the food category of pasta with sauce and meat, from school lunch. Additional details include spaghetti, any shape pasta."
58146321,"The image shows the food category of pasta with tomato-based sauce and meat, restaurant. Additional details include spaghetti, any shape pasta; marinara, red sauce; not specified subcategory sauce kind; fast food."
58146322,"The image shows the food category of pasta with tomato-based sauce and meat, home recipe. Additional details include spaghetti, any shape pasta; marinara, red sauce; not specified subcategory sauce kind; not specified subcategory source."
58146323,"The image shows the food category of pasta with tomato-based sauce and meat, ready-to-heat. Additional details include spaghetti, any shape pasta; marinara, red sauce; not specified subcategory sauce kind; canned, commercially frozen, dry mix, microwavable container; from other place; Beefaroni; SpaghettiOs with meat."
58146331,"The image shows the food category of pasta with tomato-based sauce, meat, and added vegetables, restaurant. Additional details include spaghetti, any shape pasta; marinara, red sauce; not specified subcategory sauce kind; vegetables other than tomatoes and onions; fast food."
58146332,"The image shows the food category of pasta with tomato-based sauce, meat, and added vegetables, home recipe. Additional details include spaghetti, any shape pasta; marinara, red sauce; not specified subcategory sauce kind; vegetables other than tomatoes and onions; not specified subcategory source."
58146333,"The image shows the food category of pasta with tomato-based sauce, meat, and added vegetables, ready-to-heat. Additional details include spaghetti, any shape pasta; marinara, red sauce; not specified subcategory sauce kind; vegetables other than tomatoes and onions; canned, commercially frozen, dry mix, microwavable container; from other place."
58146341,"The image shows the food category of pasta with tomato-based sauce and poultry, restaurant. Additional details include spaghetti, any shape pasta; marinara, red sauce; not specified subcategory sauce kind; fast food."
58146342,"The image shows the food category of pasta with tomato-based sauce and poultry, home recipe. Additional details include spaghetti, any shape pasta; marinara, red sauce; not specified subcategory sauce kind; not specified subcategory source."
58146343,"The image shows the food category of pasta with tomato-based sauce and poultry, ready-to-heat. Additional details include spaghetti, any shape pasta; marinara, red sauce; not specified subcategory sauce kind; canned, commercially frozen, dry mix, microwavable container; from other place."
58146351,"The image shows the food category of pasta with tomato-based sauce, poultry, and added vegetables, restaurant. Additional details include spaghetti, any shape pasta; marinara, red sauce; not specified subcategory sauce kind; vegetables other than tomatoes and onions; fast food."
58146352,"The image shows the food category of pasta with tomato-based sauce, poultry, and added vegetables, home recipe. Additional details include spaghetti, any shape pasta; marinara, red sauce; not specified subcategory sauce kind; not specified subcategory source; vegetables other than tomatoes and onions."
58146353,"The image shows the food category of pasta with tomato-based sauce, poultry, and added vegetables, ready-to-heat. Additional details include spaghetti, any shape pasta; marinara, red sauce; not specified subcategory sauce kind; vegetables other than tomatoes and onions; canned, commercially frozen, dry mix, microwavable container; from other place."
58146361,"The image shows the food category of pasta with tomato-based sauce and seafood, restaurant. Additional details include spaghetti, any shape pasta; marinara, red sauce; red clam sauce; not specified subcategory sauce kind; fast food."
58146362,"The image shows the food category of pasta with tomato-based sauce and seafood, home recipe. Additional details include spaghetti, any shape pasta; marinara, red sauce; red clam sauce; not specified subcategory sauce kind; not specified subcategory source."
58146363,"The image shows the food category of pasta with tomato-based sauce and seafood, ready-to-heat. Additional details include spaghetti, any shape pasta; marinara, red sauce; red clam sauce; not specified subcategory sauce kind; canned, commercially frozen, dry mix, microwavable container; from other place."
58146371,"The image shows the food category of pasta with tomato-based sauce, seafood, and added vegetables, restaurant. Additional details include spaghetti, any shape pasta; marinara, red sauce; red clam sauce; not specified subcategory sauce kind; vegetables other than tomatoes and onions; fast food."
58146372,"The image shows the food category of pasta with tomato-based sauce, seafood, and added vegetables, home recipe. Additional details include spaghetti, any shape pasta; marinara, red sauce; red clam sauce; not specified subcategory sauce kind; not specified subcategory source; vegetables other than tomatoes and onions."
58146373,"The image shows the food category of pasta with tomato-based sauce, seafood, and added vegetables, ready-to-heat. Additional details include spaghetti, any shape pasta; marinara, red sauce; red clam sauce; not specified subcategory sauce kind; vegetables other than tomatoes and onions; canned, commercially frozen, dry mix, microwavable container; from other place."
58146381,"The image shows the food category of pasta with cream sauce, restaurant. Additional details include spaghetti, any shape pasta; white, cheese, vodka, or Alfredo sauce; butter or oil-based sauce; pesto; fast food; Noodles Romanoff."
58146382,"The image shows the food category of pasta with cream sauce, home recipe. Additional details include spaghetti, any shape pasta; with white, cheese, vodka, or Alfredo sauce; butter or oil-based sauce; pesto; not specified subcategory source; Noodles Romanoff."
58146383,"The image shows the food category of pasta with cream sauce, ready-to-heat. Additional details include spaghetti, any shape pasta; white, cheese, vodka, or Alfredo sauce; butter or oil-based sauce; pesto; canned, commercially frozen, dry mix, microwavable container; from other place; Noodles Romanoff."
58146391,"The image shows the food category of pasta with cream sauce and added vegetables, restaurant. Additional details include spaghetti, any shape pasta; white, cheese, vodka, or Alfredo sauce; butter or oil-based sauce; pesto; vegetables other than tomatoes and onions; fast food."
58146392,"The image shows the food category of pasta with cream sauce and added vegetables, from home recipe. Additional details include spaghetti, any shape pasta; white, cheese, vodka, or Alfredo sauce; pesto; not specified subcategory source; vegetables other than tomatoes and onions."
58146393,"The image shows the food category of pasta with cream sauce and added vegetables, ready-to-heat. Additional details include spaghetti, any shape pasta; white, cheese, vodka, or Alfredo sauce; butter or oil-based sauce; pesto; vegetables other than tomatoes and onions; canned, commercially frozen, dry mix, microwavable container; from other place."
58146401,"The image shows the food category of pasta with cream sauce and meat, restaurant. Additional details include spaghetti, any shape pasta; white, cheese, vodka, or Alfredo sauce; butter or oil-based sauce; pesto; fast food."
58146402,"The image shows the food category of pasta with cream sauce and meat, home recipe. Additional details include spaghetti, any shape pasta; white, cheese, vodka, or Alfredo sauce; butter or oil-based sauce; pesto; not specified subcategory source."
58146403,"The image shows the food category of pasta with cream sauce and meat, ready-to-heat. Additional details include spaghetti, any shape pasta; white, cheese, vodka, or Alfredo sauce; butter or oil-based sauce; pesto, garlic, or herb sauce; canned, commercially frozen, dry mix, microwavable container; from other place."
58146411,"The image shows the food category of pasta with cream sauce, meat, and added vegetables, restaurant. Additional details include spaghetti, any shape pasta; white, cheese, vodka, or Alfredo sauce; butter or oil-based sauce; pesto; vegetables other than tomatoes and onions; fast food."
58146412,"The image shows the food category of pasta with cream sauce, meat, and added vegetables, home recipe. Additional details include spaghetti, any shape pasta; white, cheese, vodka, or Alfredo sauce; butter or oil-based sauce; pesto; vegetables other than tomatoes and onions; not specified subcategory source."
58146413,"The image shows the food category of pasta with cream sauce, meat, and added vegetables, ready-to-heat. Additional details include spaghetti, any shape pasta; white, cheese, vodka, or Alfredo sauce; butter or oil-based sauce; pesto; vegetables other than tomatoes and onions; canned, commercially frozen, dry mix, microwavable container; from other place."
58146421,"The image shows the food category of pasta with cream sauce and poultry, restaurant. Additional details include spaghetti, any shape pasta; white, cheese, vodka, or Alfredo sauce; butter or oil-based sauce; pesto; fast food."
58146422,"The image shows the food category of pasta with cream sauce and poultry, home recipe. Additional details include spaghetti, any shape pasta; white, cheese, vodka, or Alfredo sauce; butter or oil-based sauce; pesto; not specified subcategory source."
58146423,"The image shows the food category of pasta with cream sauce and poultry, ready-to-heat. Additional details include spaghetti, any shape pasta; white, cheese, vodka, or Alfredo sauce; butter or oil-based sauce; pesto; canned, commercially frozen, dry mix, microwavable container; from other place."
58146431,"The image shows the food category of pasta with cream sauce, poultry, and added vegetables, restaurant. Additional details include spaghetti, any shape pasta; white, cheese, vodka, or Alfredo sauce; butter or oil-based sauce; pesto; vegetables other than tomatoes and onions; fast food."
58146432,"The image shows the food category of pasta with cream sauce, poultry, and added vegetables, home recipe. Additional details include spaghetti, any shape pasta; white, cheese, vodka, or Alfredo sauce; butter or oil-based sauce; pesto; not specified subcategory source; vegetables other than tomatoes and onions."
58146433,"The image shows the food category of pasta with cream sauce, poultry, and added vegetables, ready-to-heat. Additional details include spaghetti, any shape pasta; white, cheese, vodka, or Alfredo sauce; butter or oil-based sauce; pesto; vegetables other than tomatoes and onions; canned, commercially frozen, dry mix, microwavable container; from other place."
58146441,"The image shows the food category of pasta with cream sauce and seafood, restaurant. Additional details include spaghetti, any shape pasta; white, cheese, vodka, or Alfredo sauce; butter or oil-based sauce; pesto; white clam sauce; fast food."
58146442,"The image shows the food category of pasta with cream sauce and seafood, home recipe. Additional details include spaghetti, any shape pasta; white, cheese, vodka, or Alfredo sauce; butter or oil-based sauce; pesto; white clam sauce; not specified subcategory source."
58146443,"The image shows the food category of pasta with cream sauce and seafood, ready-to-heat. Additional details include spaghetti, any shape pasta; white, cheese, vodka, or Alfredo sauce; butter or oil-based sauce; pesto; white clam sauce; canned, commercially frozen, dry mix, microwavable container; from other place."
58146451,"The image shows the food category of pasta with cream sauce, seafood, and added vegetables, restaurant. Additional details include spaghetti, any shape pasta; white, cheese, vodka, or Alfredo sauce; butter or oil-based sauce; pesto; white clam sauce; vegetables other than tomatoes and onions; fast food."
58146452,"The image shows the food category of pasta with cream sauce, seafood, and added vegetables, home recipe. Additional details include spaghetti, any shape pasta; white, cheese, vodka, or Alfredo sauce; butter or oil-based sauce; pesto; white clam sauce; not specified subcategory source; vegetables other than tomatoes and onions."
58146453,"The image shows the food category of pasta with cream sauce, seafood, and added vegetables, ready-to-heat. Additional details include spaghetti, any shape pasta; white, cheese, vodka, or Alfredo sauce; butter or oil-based sauce; pesto; white clam sauce; canned, commercially frozen, dry mix, microwavable container; from other place."
58146601,"The image shows the food category of pasta, whole grain, with tomato-based sauce, restaurant. Additional details include whole wheat pasta; spaghetti, any shape pasta; marinara, red sauce; not specified subcategory sauce kind; fast food."
58146602,"The image shows the food category of pasta, whole grain, with tomato-based sauce, home recipe. Additional details include whole wheat pasta; spaghetti, any shape pasta; marinara, red sauce; not specified subcategory sauce kind; not specified subcategory source."
58146603,"The image shows the food category of pasta, whole grain, with tomato-based sauce, ready-to-heat. Additional details include whole wheat pasta; spaghetti, any shape pasta; marinara, red sauce; not specified subcategory sauce kind; canned, commercially frozen, dry mix, microwavable container; from other place."
58146611,"The image shows the food category of pasta, whole grain, with tomato-based sauce and added vegetables, restaurant. Additional details include whole wheat pasta; spaghetti, any shape pasta; marinara, red sauce; not specified subcategory sauce kind; vegetables other than tomatoes and onions; fast food."
58146612,"The image shows the food category of pasta, whole grain, with tomato-based sauce and added vegetables, home recipe. Additional details include whole wheat pasta; spaghetti, any shape pasta; marinara, red sauce; not specified subcategory sauce kind; not specified subcategory source; vegetables other than tomatoes and onions."
58146613,"The image shows the food category of pasta, whole grain, with tomato-based sauce and added vegetables, ready-to-heat. Additional details include whole wheat pasta; spaghetti, any shape pasta; marinara, red sauce; not specified subcategory sauce kind; vegetables other than tomatoes and onions; canned, commercially frozen, dry mix, microwavable container; from other place."
58146621,"The image shows the food category of pasta, whole grain, with tomato-based sauce and meat, restaurant. Additional details include whole wheat pasta; spaghetti, any shape pasta; marinara, red sauce; not specified subcategory sauce kind; fast food."
58146622,"The image shows the food category of pasta, whole grain, with tomato-based sauce and meat, home recipe. Additional details include whole wheat pasta; spaghetti, any shape pasta; marinara, red sauce; not specified subcategory sauce kind; not specified subcategory source."
58146623,"The image shows the food category of pasta, whole grain, with tomato-based sauce and meat, ready-to-heat. Additional details include whole wheat pasta; spaghetti, any shape pasta; marinara, red sauce; not specified subcategory sauce kind; canned, commercially frozen, dry mix, microwavable container; from other place."
58146631,"The image shows the food category of pasta, whole grain, with tomato-based sauce, meat, and added vegetables, restaurant. Additional details include whole wheat pasta; spaghetti, any shape pasta; marinara, red sauce; not specified subcategory sauce kind; vegetables other than tomatoes and onions; fast food."
58146632,"The image shows the food category of pasta, whole grain, with tomato-based sauce, meat, and added vegetables, home recipe. Additional details include whole wheat pasta; spaghetti, any shape pasta; marinara, red sauce; not specified subcategory sauce kind; not specified subcategory source; vegetables other than tomatoes and onions."
58146633,"The image shows the food category of pasta, whole grain, with tomato-based sauce, meat, and added vegetables, ready-to-heat. Additional details include whole wheat pasta; spaghetti, any shape pasta; marinara, red sauce; not specified subcategory sauce kind; vegetables other than tomatoes and onions; canned, commercially frozen, dry mix, microwavable container; from other place."
58146641,"The image shows the food category of pasta, whole grain, with tomato-based sauce and poultry, restaurant. Additional details include whole wheat pasta; spaghetti, any shape pasta; marinara, red sauce; not specified subcategory sauce kind; chicken or turkey; fast food."
58146642,"The image shows the food category of pasta, whole grain, with tomato-based sauce and poultry, home recipe. Additional details include whole wheat pasta; spaghetti, any shape pasta; marinara, red sauce; not specified subcategory sauce kind; chicken or turkey; not specified subcategory source."
58146643,"The image shows the food category of pasta, whole grain, with tomato-based sauce and poultry, ready-to-heat. Additional details include whole wheat pasta; spaghetti, any shape pasta; marinara, red sauce; not specified subcategory sauce kind; chicken or turkey; canned, commercially frozen, dry mix, microwavable container; from other place."
58146651,"The image shows the food category of pasta, whole grain, with tomato-based sauce, poultry, and added vegetables, restaurant. Additional details include whole wheat pasta; spaghetti, any shape pasta; marinara, red sauce; not specified subcategory sauce kind; vegetables other than tomatoes and onions; fast food."
58146652,"The image shows the food category of pasta, whole grain, with tomato-based sauce, poultry, and added vegetables, home recipe. Additional details include whole wheat pasta; spaghetti, any shape pasta; marinara, red sauce; not specified subcategory sauce kind; not specified subcategory source; vegetables other than tomatoes and onions."
58146653,"The image shows the food category of pasta, whole grain, with tomato-based sauce, poultry, and added vegetables, ready-to-heat. Additional details include whole wheat pasta; spaghetti, any shape pasta; marinara, red sauce; not specified subcategory sauce kind; vegetables other than tomatoes and onions; canned, commercially frozen, dry mix, microwavable container; from other place."
58146661,"The image shows the food category of pasta, whole grain, with tomato-based sauce and seafood, restaurant. Additional details include whole wheat pasta; spaghetti, any shape pasta; marinara, red sauce; red clam sauce; not specified subcategory sauce kind; fast food."
58146662,"The image shows the food category of pasta, whole grain, with tomato-based sauce and seafood, home recipe. Additional details include whole wheat pasta; spaghetti, any shape pasta; marinara, red sauce; red clam sauce; not specified subcategory sauce kind; not specified subcategory source."
58146663,"The image shows the food category of pasta, whole grain, with tomato-based sauce and seafood, ready-to-heat. Additional details include whole wheat pasta; spaghetti, any shape pasta; marinara, red sauce; red clam sauce; not specified subcategory sauce kind; canned, commercially frozen, dry mix, microwavable container; from other place."
58146671,"The image shows the food category of pasta, whole grain, with tomato-based sauce, seafood, and added vegetables, restaurant. Additional details include whole wheat pasta; spaghetti, any shape pasta; marinara, red sauce; red clam sauce; not specified subcategory sauce kind; vegetables other than tomatoes and onions; fast food."
58146672,"The image shows the food category of pasta, whole grain, with tomato-based sauce, seafood, and added vegetables, home recipe. Additional details include whole wheat pasta; spaghetti, any shape pasta; marinara, red sauce; red clam sauce; not specified subcategory sauce kind; not specified subcategory source; vegetables other than tomatoes and onions."
58146673,"The image shows the food category of pasta, whole grain, with tomato-based sauce, seafood, and added vegetables, ready-to-heat. Additional details include whole wheat pasta; spaghetti, any shape pasta; marinara, red sauce; red clam sauce; not specified subcategory sauce kind; vegetables other than tomatoes and onions; canned, commercially frozen, dry mix, microwavable container; from other place."
58146681,"The image shows the food category of pasta, whole grain, with cream sauce, restaurant. Additional details include whole wheat pasta; spaghetti, any shape pasta; white, cheese, vodka, or Alfredo sauce; butter or oil-based sauce; pesto; fast food."
58146682,"The image shows the food category of pasta, whole grain, with cream sauce, home recipe. Additional details include whole wheat pasta; spaghetti, any shape pasta; white, cheese, vodka, or Alfredo sauce; butter or oil-based sauce; pesto; not specified subcategory source."
58146683,"The image shows the food category of pasta, whole grain, with cream sauce, ready-to-heat. Additional details include whole wheat pasta; spaghetti, any shape pasta; white, cheese, vodka, or Alfredo sauce; butter or oil-based sauce; pesto; canned, commercially frozen, dry mix, microwavable container; from other place."
58146691,"The image shows the food category of pasta, whole grain, with cream sauce, and added vegetables, restaurant. Additional details include whole wheat pasta; spaghetti, any shape pasta; white, cheese, vodka, or Alfredo sauce; butter or oil-based sauce; pesto; vegetables other than tomatoes and onions; fast food."
58146692,"The image shows the food category of pasta, whole grain, with cream sauce, and added vegetables, home recipe. Additional details include whole wheat pasta; spaghetti, any shape pasta; white, cheese, vodka, or Alfredo sauce; butter or oil-based sauce; pest; not specified subcategory source; vegetables other than tomatoes and onions."
58146693,"The image shows the food category of pasta, whole grain, with cream sauce, and added vegetables, ready-to-heat. Additional details include whole wheat pasta; spaghetti, any shape pasta; white, cheese, vodka, or Alfredo sauce; butter or oil-based sauce; pesto; vegetables other than tomatoes and onions; canned, commercially frozen, dry mix, microwavable container; from other place."
58146701,"The image shows the food category of pasta, whole grain, with cream sauce and meat, restaurant. Additional details include whole wheat pasta; spaghetti, any shape pasta; white, cheese, vodka, or Alfredo sauce; butter or oil-based sauce; pesto; fast food."
58146702,"The image shows the food category of pasta, whole grain, with cream sauce and meat, home recipe. Additional details include whole wheat pasta; spaghetti, any shape pasta; white, cheese, vodka, or Alfredo sauce; butter or oil-based sauce; pesto; not specified subcategory source."
58146703,"The image shows the food category of pasta, whole grain, with cream sauce and meat, ready-to-heat. Additional details include whole wheat pasta; spaghetti, any shape pasta; white, cheese, vodka, or Alfredo sauce; butter or oil-based sauce; pesto; canned, commercially frozen, dry mix, microwavable container; from other place."
58146711,"The image shows the food category of pasta, whole grain, with cream sauce, meat, and added vegetables, restaurant. Additional details include whole wheat pasta; spaghetti, any shape pasta; white, cheese, vodka, or Alfredo sauce; butter or oil-based sauce; pesto; vegetables other than tomatoes and onions; fast food."
58146712,"The image shows the food category of pasta, whole grain, with cream sauce, meat, and added vegetables, home recipe. Additional details include whole wheat pasta; spaghetti, any shape pasta white, cheese, vodka, or Alfredo sauce; butter or oil-based sauce; pesto; not specified subcategory source; vegetables other than tomatoes and onions."
58146713,"The image shows the food category of pasta, whole grain, with cream sauce, meat, and added vegetables, ready-to-heat. Additional details include whole wheat pasta; spaghetti, any shape pasta; white, cheese, vodka, or Alfredo sauce; butter or oil-based sauce; pesto; vegetables other than tomatoes and onions; canned, commercially frozen, dry mix, microwavable container; from other place."
58146721,"The image shows the food category of pasta, whole grain, with cream sauce and poultry, restaurant. Additional details include whole wheat pasta; spaghetti, any shape pasta; white, cheese, vodka, or Alfredo sauce; butter or oil-based sauce; pesto; fast food."
58146722,"The image shows the food category of pasta, whole grain, with cream sauce and poultry, home recipe. Additional details include whole wheat pasta; spaghetti, any shape pasta; white, cheese, vodka, or Alfredo sauce; butter or oil-based sauce; pesto; not specified subcategory source."
58146723,"The image shows the food category of pasta, whole grain, with cream sauce and poultry, ready-to-heat. Additional details include whole wheat pasta; spaghetti, any shape pasta; white, cheese, vodka, or Alfredo sauce; butter or oil-based sauce; pesto; canned, commercially frozen, dry mix, microwavable container; from other place."
58146731,"The image shows the food category of pasta, whole grain, with cream sauce, poultry, and added vegetables, restaurant. Additional details include whole wheat pasta; spaghetti, any shape pasta; white, cheese, vodka, or Alfredo sauce; butter or oil-based sauce; pesto; vegetables other than tomatoes and onions; fast food."
58146732,"The image shows the food category of pasta, whole grain, with cream sauce, poultry, and added vegetables, home recipe. Additional details include whole wheat pasta; spaghetti, any shape pasta; white, cheese, vodka, or Alfredo sauce; butter or oil-based sauce; pesto; not specified subcategory source; vegetables other than tomatoes and onions."
58146733,"The image shows the food category of pasta, whole grain, with cream sauce, poultry, and added vegetables, ready-to-heat. Additional details include whole wheat pasta; spaghetti, any shape pasta; white, cheese, vodka, or Alfredo sauce; butter or oil-based sauce; pesto; vegetables other than tomatoes and onions; canned, commercially frozen, dry mix, microwavable container; from other place."
58146741,"The image shows the food category of pasta, whole grain, with cream sauce and seafood, restaurant. Additional details include whole wheat pasta; spaghetti, any shape pasta; white, cheese, vodka, or Alfredo sauce; butter or oil-based sauce; pesto; white clam sauce; fast food."
58146742,"The image shows the food category of pasta, whole grain, with cream sauce and seafood, home recipe. Additional details include whole wheat pasta; spaghetti, any shape pasta; white, cheese, vodka, or Alfredo sauce; butter or oil-based sauce; pesto; white clam sauce; not specified subcategory source."
58146743,"The image shows the food category of pasta, whole grain, with cream sauce and seafood, ready-to-heat. Additional details include whole wheat pasta; spaghetti, any shape pasta; white, cheese, vodka, or Alfredo sauce; butter or oil-based sauce; pesto; white clam sauce; canned, commercially frozen, dry mix, microwavable container; from other place."
58146751,"The image shows the food category of pasta, whole grain, with cream sauce, seafood, and added vegetables, restaurant. Additional details include whole wheat pasta; spaghetti, any shape pasta; white, cheese, vodka, or Alfredo sauce; butter or oil-based sauce; pesto; white clam sauce; vegetables other than tomatoes and onions; fast food."
58146752,"The image shows the food category of pasta, whole grain, with cream sauce, seafood, and added vegetables, home recipe. Additional details include whole wheat pasta; spaghetti, any shape pasta; white, cheese, vodka, or Alfredo sauce; butter or oil-based sauce; pesto; white clam sauce; not specified subcategory source; vegetables other than tomatoes and onions."
58146753,"The image shows the food category of pasta, whole grain, with cream sauce, seafood, and added vegetables, ready-to-heat. Additional details include whole wheat pasta; spaghetti, any shape pasta; white, cheese, vodka, or Alfredo sauce; butter or oil-based sauce; pesto; white clam sauce; vegetables other than tomatoes and onions; canned, commercially frozen, dry mix, microwavable container; from other place."
58147110,"The image shows the food category of pasta with tomato-based sauce and beans or lentils. Additional details include spaghetti, any shape pasta; marinara, red sauce; not specified subcategory sauce kind; from any source."
58147330,"The image shows the food category of macaroni or noodles, creamed, with cheese."
58147340,"The image shows the food category of macaroni or noodles, creamed, with cheese and tuna. Additional details include tuna Helper Fettuccine Alfredo."
