Food code,Main Food description,Rank,Rank 2011-2012,Rank 2013-2014,Rank 2015-2016,Rank 2017 Pre-pandemic
71900200,"The image shows the food category of plantain, cooked with oil. Additional details include fried plantains; tostones; plantain, not further specified subcategory assigned; from restaurant.",411,324.0,590.0,434.0,487.0
63143010,"The image shows the food category of plum, raw. Additional details include plum, not further specified subcategory assigned.",412,352.0,498.0,497.0,473.0
26137120,"The image shows the food category of fish, salmon, baked or broiled. Additional details include sauteed; not specified subcategory as to coated.",413,358.0,395.0,574.0,485.0
11542200,"The image shows the food category of milk shake, fast food, flavors other than chocolate. Additional details include burger King; Dairy Queen; McDonald's; Wendy's Frosty Shakes; Jack in the Box; Arby's; Dunkin Donuts; Sonic; from other place; not specified subcategory as to flavor or type.",414,458.0,452.0,445.0,426.0
53729000,"The image shows the food category of nutrition bar or meal replacement bar, not further specified subcategory assigned.",415,1890.0,619.0,350.0,267.0
27145000,The image shows the food category of chicken or turkey with teriyaki. Additional details include soy-based sauce.,416,410.0,324.0,622.0,551.0
32130000,"The image shows the food category of egg omelet or scrambled egg, made with margarine. Additional details include made with shortening.",417,337.0,694.0,607.0,392.0
25221830,"The image shows the food category of turkey or chicken sausage. Additional details include fresh, smoked, heat and serve, brown and serve, pre-cooked, or not further specified subcategory assigned; bulk, crumbled, link, patty, or stick; breakfast sausage.",418,453.0,501.0,433.0,458.0
58106200,"The image shows the food category of pizza, cheese, from frozen, thin crust. Additional details include not specified subcategory as to toppings; original, medium, flatbread, or not specified subcategory as to type of crust; homemade or ready-to-bake pizza.",419,578.0,630.0,472.0,347.0
92306800,"The image shows the food category of tea, hot, with milk. Additional details include indian Masala chai; spiced milk tea; chai tea latte; tea latte; not specified subcategory as to type.",420,,707.0,432.0,233.0
75503020,"The image shows the food category of relish, pickle. Additional details include relish, not further specified subcategory assigned; sweet; mustard; hot dog.",421,319.0,586.0,480.0,556.0
25221400,"The image shows the food category of sausage, not further specified subcategory assigned. Additional details include not cold cut.",422,345.0,695.0,514.0,452.0
51186010,"The image shows the food category of muffin, English. Additional details include sour dough.",423,546.0,463.0,452.0,450.0
14108020,"The image shows the food category of cheese, Parmesan, hard. Additional details include romano; Asiago, fresh; fresh grated.",424,604.0,322.0,633.0,459.0
57237300,,425,329.0,421.0,496.0,668.0
53710500,The image shows the food category of cereal or granola bar (Kellogg's Nutri-Grain Cereal Bar). Additional details include all flavors.,426,445.0,396.0,553.0,499.0
27510241,"The image shows the food category of cheeseburger, on white bun, 1 medium patty. Additional details include homemade; bun, not further specified subcategory assigned; quarter pound patty.",427,,,713.0,161.0
51153000,"The image shows the food category of roll, white, hard. Additional details include kaiser; Pan de sal / Pandisal Filipino bread.",428,340.0,293.0,593.0,972.0
91705030,,429,423.0,417.0,323.0,795.0
11431000,"The image shows the food category of yogurt, whole milk, fruit.",430,308.0,327.0,777.0,759.0
11514100,"The image shows the food category of hot chocolate / Cocoa, made with dry mix and water. Additional details include cocoa mix, not further specified subcategory assigned; Swiss Miss; Hershey's; Nestle's; Carnation; mint flavored.",431,386.0,561.0,546.0,469.0
58104130,"The image shows the food category of nachos, beef or pork. Additional details include steak; carnita, chorizo or sausage; cheese.",432,464.0,645.0,437.0,444.0
41603010,"The image shows the food category of lentil soup, home recipe, canned, or ready-to-serve.",433,465.0,500.0,410.0,520.0
14660200,"The image shows the food category of mozzarella sticks, breaded, baked, or fried. Additional details include fried cheese served in a restaurant; mozzarella en carossa; Banquet; fried mozzarella; any cheese.",434,511.0,632.0,381.0,460.0
52101000,"The image shows the food category of biscuit, not further specified subcategory assigned. Additional details include regular; plain; buttermilk; not specified subcategory as to source.",435,681.0,623.0,273.0,518.0
71220000,The image shows the food category of vegetable chips. Additional details include veggie chips; Eat smart; vegetable puffs; vegetable sticks; veggie straws; veggie crisp; Terra; all flavors excluding sweet potato; snap pea crisps.,436,842.0,528.0,387.0,379.0
91304090,The image shows the food category of chocolate hazelnut spread. Additional details include nutella; chocolate spread; other nuts.,437,856.0,453.0,346.0,437.0
92410250,"The image shows the food category of water, carbonated, flavored. Additional details include flavored seltzer water; sweetened or unsweetened; diet; zero calorie.",438,1229.0,1330.0,1520.0,174.0
71501040,"The image shows the food category of potato, mashed, from dry mix, made with milk. Additional details include with water; sour cream; cream.",439,322.0,578.0,478.0,601.0
91721000,"The image shows the food category of candy, licorice. Additional details include twizzlers.",440,435.0,512.0,415.0,557.0
72201212,"The image shows the food category of broccoli, frozen, cooked, no added fat. Additional details include cooking spray.",441,582.0,367.0,418.0,586.0
83101000,"The image shows the food category of blue or roquefort cheese dressing. Additional details include blue or roquefort cheese dressing, not further specified subcategory assigned; blue cheese dip.",442,597.0,579.0,505.0,370.0
42101130,"The image shows the food category of almonds, unsalted. Additional details include plain; roasted; not coated.",443,,,230.0,257.0
58132110,,444,187.0,260.0,,
25220105,"The image shows the food category of beef sausage. Additional details include fresh, smoked, heat and serve, brown and serve, pre-cooked, or not further specified subcategory assigned; bulk, crumbled, link, patty, or stick; breakfast sausage; half smoke.",445,314.0,605.0,549.0,564.0
25231110,"The image shows the food category of beef, prepackaged or deli, luncheon meat. Additional details include deli roast beef.",446,395.0,316.0,473.0,893.0
42111210,"The image shows the food category of peanuts, dry roasted, unsalted. Additional details include plain.",447,626.0,307.0,482.0,649.0
42100100,"The image shows the food category of almonds, not further specified subcategory assigned.",448,244.0,527.0,764.0,777.0
91501010,The image shows the food category of gelatin dessert. Additional details include jello; jigglers; not further specified subcategory assigned.,449,459.0,546.0,513.0,454.0
24123120,"The image shows the food category of chicken breast, stewed, skin not eaten. Additional details include braised; not specified subcategory as to skin eaten; any source.",450,466.0,480.0,499.0,501.0
27146350,The image shows the food category of orange chicken. Additional details include lemon chicken.,451,490.0,490.0,488.0,483.0
61100600,"The image shows the food category of clementine, raw. Additional details include cutie; mandarin orange, raw.",452,,,,142.0
58106500,,453,222.0,215.0,,
58145117,"The image shows the food category of macaroni or noodles with cheese, Easy Mac type.",454,382.0,564.0,599.0,496.0
32130110,"The image shows the food category of egg omelet or scrambled egg, with cheese, made with oil. Additional details include not specified subcategory as to fat; not specified subcategory as to fat type.",455,540.0,504.0,471.0,471.0
27146150,The image shows the food category of chicken curry. Additional details include other poultry.,456,383.0,620.0,548.0,495.0
75125000,"The image shows the food category of radish, raw.",457,522.0,431.0,541.0,505.0
21000100,"The image shows the food category of beef, not further specified subcategory assigned.",458,535.0,530.0,312.0,673.0
91731010,,459,557.0,492.0,379.0,568.0
21500300,,460,362.0,156.0,,
58150330,"The image shows the food category of rice, fried, with pork.",461,413.0,468.0,581.0,554.0
12350230,"The image shows the food category of ranch dip, regular.",462,,,466.0,192.0
25221250,"The image shows the food category of pepperoni, not further specified subcategory assigned.",463,644.0,427.0,392.0,558.0
75440600,The image shows the food category of vegetable curry.,464,398.0,522.0,679.0,493.0
14104400,"The image shows the food category of cheese, Feta.",465,475.0,483.0,594.0,494.0
21401120,,466,332.0,446.0,585.0,737.0
75510020,"The image shows the food category of olives, black. Additional details include kalamata; purple.",467,608.0,472.0,596.0,431.0
43104000,The image shows the food category of flax seeds.,468,708.0,320.0,566.0,559.0
71404010,"The image shows the food category of potato, hash brown, from fast food.",469,,,368.0,218.0
53243000,"The image shows the food category of cookie, vanilla sandwich. Additional details include vienna Fingers; Cameos; butter sandwich cookie; Golden Oreos; Keebler EL Fudge (Elfin) sanwich cookie.",470,391.0,474.0,614.0,591.0
74406100,The image shows the food category of steak sauce. Additional details include a1; Pickapeppa; Heinz 57.,471,521.0,640.0,568.0,421.0
92411510,"The image shows the food category of soft drink, cola, fruit or vanilla flavored. Additional details include cherry cola; Cherry Coke; Pepsi Wild Cherry; Vanilla Coke.",472,675.0,363.0,785.0,429.0
92305010,"The image shows the food category of tea, iced, instant, black, unsweetened. Additional details include powdered mix; liquid concentrate; black and fruit, green, herbal, white, or other tea blends; not specified subcategory as to type of tea.",473,440.0,466.0,372.0,816.0
51161250,"The image shows the food category of pan Dulce, no topping. Additional details include pan de Huevo, no topping; cuerno; Mexican; sweet roll.",474,471.0,626.0,439.0,536.0
71401010,"The image shows the food category of potato, french fries, from fresh, fried. Additional details include home or store.",475,559.0,523.0,408.0,572.0
56205004,"The image shows the food category of rice, white, cooked, made with butter. Additional details include made with animal fat or meat drippings; basmati or jasmine rice.",476,872.0,510.0,507.0,389.0
54401111,"The image shows the food category of tortilla chips, cool ranch flavor (Doritos).",477,,,294.0,241.0
24167110,,478,154.0,423.0,,
22701010,,479,545.0,563.0,320.0,729.0
58150510,"The image shows the food category of rice, fried, with shrimp.",480,392.0,521.0,646.0,565.0
91723000,"The image shows the food category of candy, marshmallow. Additional details include peeps.",481,415.0,441.0,489.0,719.0
58106725,"The image shows the food category of pizza with meat and vegetables, from restaurant or fast food, medium crust. Additional details include with one, two, or three meat and vegetable toppings; all meat, poultry, and seafood toppings including pepperoni; original, hand-tossed, or not specified subcategory as to type of crust; from street vendor.",482,451.0,509.0,453.0,638.0
26155110,"The image shows the food category of fish, tuna, canned.",483,529.0,592.0,352.0,651.0
26107140,"The image shows the food category of fish, catfish, fried.",484,688.0,479.0,639.0,416.0
75122100,"The image shows the food category of pepper, sweet, green, raw.",485,412.0,627.0,603.0,524.0
53204100,"The image shows the food category of cookie, brownie, with icing or filling. Additional details include with nuts; Little Debbie Fudge Brownie or Cosmic Brownie; all flavors icing or filling.",486,637.0,491.0,427.0,548.0
53207000,"The image shows the food category of cookie, chocolate or fudge. Additional details include chocolate cookie, not further specified subcategory assigned; chocolate-jelly cookies; with nuts; with chips.",487,683.0,557.0,517.0,427.0
91800100,,488,130.0,1888.0,1980.0,2961.0
71405020,,489,257.0,211.0,,
92101610,"The image shows the food category of coffee, espresso.",490,444.0,699.0,490.0,525.0
51133010,"The image shows the food category of bread, sour dough. Additional details include pre-sliced or not.",491,461.0,378.0,718.0,606.0
22709010,The image shows the food category of pork skin rinds. Additional details include snack type.,492,532.0,511.0,455.0,600.0
56130000,"The image shows the food category of pasta, cooked. Additional details include macaroni, spaghetti, any shape of pasta; not specified subcategory as to grain type; pasta, not further specified subcategory assigned.",493,1512.0,1039.0,365.0,300.0
24122131,"The image shows the food category of chicken breast, baked, broiled, or roasted, skin not eaten, from raw. Additional details include not specified subcategory as to skin eaten.",494,,,258.0,279.0
24123301,"The image shows the food category of chicken breast, grilled without sauce, skin not eaten. Additional details include barbecued without sauce; not specified subcategory as to skin eaten; any source.",495,,,264.0,276.0
11710649,,496,137.0,819.0,,
74303000,"The image shows the food category of tomato and vegetable juice, 100%. Additional details include v8 or Spicy Hot V8; vegetable juice, not further specified subcategory assigned.",497,385.0,652.0,451.0,684.0
14420100,"The image shows the food category of cheese spread, American or Cheddar cheese base. Additional details include velveeta; Cheez Whiz (all flavors); cheese spread, not further specified subcategory assigned; Kraft Cheese Spreads; Kraft Bacon Cheese Spread; Original Laughing Cow Cheese Wedges & Bites.",498,701.0,344.0,443.0,741.0
56203066,"The image shows the food category of oatmeal, regular or quick, made with milk, no added fat.",499,,,202.0,354.0
92301130,,500,115.0,,,
41104010,"The image shows the food category of pinto beans, from dried, fat added. Additional details include calico; not specified subcategory as to fat; not specified subcategory as to meat; frozen.",501,213.0,1920.0,2368.0,476.0
58150320,"The image shows the food category of rice, fried, with chicken. Additional details include turkey.",502,518.0,496.0,492.0,619.0
24201120,"The image shows the food category of turkey, light meat, roasted, skin not eaten. Additional details include any source.",503,854.0,406.0,406.0,580.0
71601010,"The image shows the food category of potato salad with egg, made with mayonnaise. Additional details include not specified subcategory as to type of dressing.",504,301.0,547.0,961.0,639.0
27540190,,505,367.0,354.0,313.0,
91301510,"The image shows the food category of pancake syrup, light. Additional details include reduced calorie; sugar-free.",506,417.0,369.0,732.0,736.0
32130210,"The image shows the food category of egg omelet or scrambled egg, with meat, made with oil. Additional details include all meat, poultry, and seafood.",507,485.0,562.0,430.0,695.0
52405010,"The image shows the food category of bread, fruit. Additional details include lemon bread; banana bread; banana nut bread; date nut bread; with or without nuts.",508,563.0,465.0,664.0,526.0
31105020,"The image shows the food category of egg, whole, fried with margarine. Additional details include made with shortening; over easy, medium, or hard; sunny side up.",509,584.0,748.0,531.0,423.0
27450060,"The image shows the food category of tuna salad, made with mayonnaise. Additional details include sandwich spread; not specified subcategory as to type of dressing.",510,327.0,570.0,356.0,1334.0
12210270,"The image shows the food category of coffee creamer, liquid, fat free, flavored. Additional details include light; lite; Coffee Mate; low fat; Carnation; Coffee Rich; Dunkin Donuts; International Delight; Mocha Mix.",511,456.0,345.0,850.0,685.0
22101120,,512,549.0,424.0,394.0,852.0
95310400,The image shows the food category of energy drink (Monster).,513,697.0,435.0,562.0,527.0
89902050,"The image shows the food category of pepper, for use on a sandwich. Additional details include all kinds.",514,,,,158.0
26158010,"The image shows the food category of fish, tilapia, baked or broiled. Additional details include sauteed; not specified subcategory as to coated.",515,509.0,541.0,411.0,718.0
27564440,"The image shows the food category of chili hot dog sandwich, on white bun.",516,401.0,716.0,703.0,512.0
24100020,"The image shows the food category of chicken, not specified subcategory as to part and cooking method, skin not eaten. Additional details include any source.",517,2135.0,1625.0,794.0,213.0
11710638,"The image shows the food category of infant formula, Enfamil Infant, powder, made with bottled water. Additional details include enfamil varieties NeuroPro Infant, Premium Infant, Enspire, Reguline.",518,,517.0,529.0,320.0
27540146,"The image shows the food category of chicken fillet sandwich, fried, from fast food. Additional details include patty; crispy; breaded; on bun, bread or roll.",519,,,,159.0
63135140,"The image shows the food category of peach, canned, in syrup.",520,526.0,595.0,835.0,456.0
26100270,"The image shows the food category of fish, stick. Additional details include nugget.",521,551.0,386.0,687.0,663.0
71201250,,522,234.0,262.0,,
58160150,The image shows the food category of kidney beans and white rice. Additional details include red; all types of rice except brown.,523,310.0,464.0,560.0,1285.0
25221310,The image shows the food category of polish sausage. Additional details include kielbasa; all meats / poultry.,524,655.0,682.0,389.0,574.0
11710678,"The image shows the food category of infant formula, Enfamil Gentlease, powder, made with bottled water. Additional details include enfamil varieties NeuroPro Gentlease, Premium Gentlease.",525,665.0,393.0,867.0,506.0
74402110,"The image shows the food category of salsa, pico de gallo. Additional details include salsa cruda.",526,799.0,687.0,442.0,474.0
26319120,"The image shows the food category of shrimp, baked or broiled. Additional details include sauteed; prawn; not specified subcategory as to coated.",527,462.0,784.0,477.0,585.0
58100010,,528,612.0,471.0,339.0,894.0
63127010,"The image shows the food category of honeydew melon, raw.",529,658.0,505.0,615.0,523.0
11114330,"The image shows the food category of milk, lactose free, reduced fat (2%). Additional details include lactaid; lactose reduced.",530,926.0,609.0,359.0,545.0
61101010,"The image shows the food category of grapefruit, raw. Additional details include grapefruit, not further specified subcategory assigned.",531,353.0,584.0,621.0,826.0
75216112,"The image shows the food category of corn, frozen, cooked, no added fat. Additional details include cooking spray.",532,513.0,372.0,448.0,1160.0
57330000,,533,571.0,536.0,485.0,670.0
53234000,"The image shows the food category of cookie, peanut butter. Additional details include peanut butter wafers.",534,610.0,702.0,527.0,498.0
53104500,"The image shows the food category of cheesecake, plain.",535,616.0,428.0,469.0,742.0
56203010,,536,248.0,254.0,,
41201020,"The image shows the food category of baked beans, vegetarian.",537,364.0,467.0,295.0,
42501000,The image shows the food category of trail mix with nuts and fruit. Additional details include gorp; seeds.,538,566.0,610.0,756.0,482.0
58104120,"The image shows the food category of nachos, cheese only.",539,598.0,727.0,602.0,463.0
27510310,,540,245.0,261.0,,
63126500,"The image shows the food category of kiwi fruit, raw. Additional details include kiwifruit.",541,483.0,724.0,444.0,678.0
31105080,"The image shows the food category of egg, whole, fried with cooking spray. Additional details include fried with nonstick spray; over easy, medium, or hard; sunny side up.",542,622.0,606.0,460.0,618.0
24198742,"The image shows the food category of chicken tenders or strips, breaded, from restaurant. Additional details include chicken fingers; popcorn chicken.",543,,,284.0,291.0
41208030,The image shows the food category of pork and beans.,544,436.0,461.0,551.0,900.0
27510215,"The image shows the food category of cheeseburger, from fast food, 1 medium patty. Additional details include quarter pound patty.",545,,,918.0,194.0
41102020,"The image shows the food category of black beans, from dried, no added fat. Additional details include frozen.",546,662.0,459.0,402.0,850.0
53109200,"The image shows the food category of snack cake, white. Additional details include yellow or other flavor cake; not specified subcategory as to flavor; Twinkie; Little Debbie zebra cake; Little Debbie snack cake; Tastykake.",547,720.0,759.0,629.0,414.0
95230030,"The image shows the food category of nutritional powder mix, protein, not further specified subcategory assigned. Additional details include protein shake mix, not further specified subcategory assigned; brands such as NOW Foods, not further specified subcategory assigned and Gold Standard, not further specified subcategory assigned.",548,618.0,548.0,533.0,625.0
11434010,"The image shows the food category of yogurt, Greek, low fat milk, fruit. Additional details include 2% fat; 1% fat; 99% fat free; light; Chobani Kids Greek Yogurt Tubes.",549,,252.0,572.0,728.0
94210200,,550,354.0,486.0,752.0,915.0
28340670,"The image shows the food category of chicken or turkey vegetable soup with rice, home recipe, Mexican style. Additional details include sopa or Caldo de Pollo with rice, potato or not further specified subcategory assigned; with or without noodles.",551,431.0,469.0,447.0,1278.0
25220350,"The image shows the food category of bratwurst. Additional details include all meats (pork, beef, chicken, turkey).",552,651.0,930.0,344.0,605.0
53209100,"The image shows the food category of cookie, chocolate, sandwich, with extra filling. Additional details include double Stuff Oreo; Fudge covered Oreos; chocolate sandwich with coating.",553,682.0,476.0,656.0,571.0
56205012,"The image shows the food category of rice, brown, cooked, fat added, made with oil.",554,397.0,358.0,667.0,1333.0
54350010,,555,452.0,767.0,429.0,783.0
64124020,"The image shows the food category of pineapple juice, 100%.",556,520.0,544.0,547.0,732.0
26319110,"The image shows the food category of shrimp, not further specified subcategory assigned. Additional details include prawn.",557,716.0,650.0,422.0,626.0
61207010,"The image shows the food category of lime juice, 100%, freshly squeezed.",558,791.0,526.0,584.0,540.0
55301000,"The image shows the food category of french toast, plain.",559,420.0,281.0,1528.0,1245.0
12210430,"The image shows the food category of coffee creamer, powder, fat free. Additional details include light; lite; low fat; Coffee Mate; Carnation; Cremora; plain.",560,495.0,794.0,462.0,688.0
91705060,,561,539.0,388.0,515.0,1095.0
27564000,"The image shows the food category of hot dog sandwich, not further specified subcategory assigned, on white bun.",562,570.0,677.0,508.0,637.0
42111100,"The image shows the food category of peanuts, roasted, salted. Additional details include plain; lightly salted; not specified subcategory as to salt; sea salt; not coated.",563,1035.0,979.0,423.0,411.0
41205010,"The image shows the food category of refried beans. Additional details include canned; with or without fat; not specified subcategory as to meat; refried beans, not further specified subcategory assigned.",564,307.0,1531.0,1783.0,410.0
14104110,"The image shows the food category of cheese, Cheddar, reduced fat. Additional details include lowfat; part skim; made from 2% milk; Kraft natural reduced fat cheese; Weight Watchers reduced fat cheddar cheese; Colby/Colby Jack, reduced fat.",565,636.0,361.0,706.0,765.0
58100100,,566,756.0,258.0,803.0,1101.0
92303100,"The image shows the food category of tea, hot, leaf, green, decaffeinated. Additional details include unsweetened; tea bags; brewed; white tea; Japanese green tea; green tea blends; rice tea.",567,,371.0,534.0,489.0
24168000,"The image shows the food category of chicken ""wings"" with hot sauce, from fast food / restaurant. Additional details include drummette; ""buffalo wing""; hot chicken wings; chicken wing dings; wingster; with buffalo sauce.",568,,,391.0,271.0
12210420,"The image shows the food category of coffee creamer, powder, flavored. Additional details include coffee Mate powder, flavored; Carnation.",569,498.0,482.0,796.0,692.0
58108050,The image shows the food category of pizza rolls.,570,506.0,820.0,691.0,510.0
95310600,The image shows the food category of energy drink (Red Bull).,571,519.0,749.0,509.0,655.0
53711000,"The image shows the food category of cereal or granola bar (Quaker Chewy Granola Bar). Additional details include all flavors; Quaker Oats bar, not further specified subcategory assigned.",572,572.0,655.0,789.0,529.0
91705020,The image shows the food category of chocolate candy with cereal. Additional details include whoppers; Nestle crunch.,573,573.0,643.0,518.0,683.0
52215260,"The image shows the food category of tortilla, whole wheat.",574,672.0,410.0,597.0,731.0
24123311,"The image shows the food category of chicken breast, grilled with sauce, skin not eaten. Additional details include barbecued with sauce; any source; with sauce or marinade.",575,,,261.0,361.0
57308400,"The image shows the food category of cereal, O's, multigrain. Additional details include cheerios, Multigrain.",576,405.0,532.0,674.0,879.0
57128000,,577,421.0,597.0,604.0,858.0
95103000,"The image shows the food category of nutritional drink or shake, ready-to-drink (Ensure). Additional details include ensure, not further specified subcategory assigned; all flavors; Bone Health; Immune Health; Muscle Health; high calcium; high protein.",578,528.0,685.0,695.0,589.0
26319140,"The image shows the food category of shrimp, fried. Additional details include prawn; popcorn shrimp.",579,640.0,770.0,1016.0,396.0
27510172,The image shows the food category of cheeseburger (McDonalds).,580,,,329.0,296.0
71101000,"The image shows the food category of potato, baked, peel not eaten. Additional details include not specified subcategory as to peel eaten.",581,567.0,499.0,631.0,755.0
75205021,"The image shows the food category of green beans, fresh, cooked, no added fat. Additional details include italian beans; string; pole; snap; french cut; cooking spray.",582,687.0,531.0,467.0,788.0
14201010,"The image shows the food category of cheese, cottage, creamed, large or small curd. Additional details include regular (4% fat) cottage cheese.",583,861.0,602.0,500.0,575.0
12210505,"The image shows the food category of coffee creamer,powder, sugar free, flavored. Additional details include fat free; light; lite; low fat; Coffee Mate; Carnation.",584,1866.0,642.0,503.0,413.0
24124201,"The image shows the food category of chicken breast, sauteed, skin not eaten. Additional details include any source; not specified subcategory as to skin eaten; with or without fat.",585,,,301.0,323.0
54401112,"The image shows the food category of tortilla chips, other flavors (Doritos). Additional details include all other flavors, excluding cool ranch; all cheese flavors excluding nacho cheese; Doritos, not further specified subcategory assigned; Doritos Jacked; rolled Doritos; Doritos Dinamita; Doritos toasted corn.",586,,,310.0,318.0
43102100,"The image shows the food category of sunflower seeds, plain, salted. Additional details include sea salt; lightly salted.",587,372.0,478.0,838.0,951.0
27446200,"The image shows the food category of chicken or turkey salad, made with mayonnaise. Additional details include not specified subcategory as to type of dressing.",588,542.0,603.0,980.0,543.0
41420010,The image shows the food category of soybean curd. Additional details include stir fried; bean curd; tofu.,589,744.0,585.0,557.0,611.0
25230900,,590,270.0,275.0,,
57339000,,591,457.0,493.0,558.0,1052.0
27150210,The image shows the food category of fish sauce. Additional details include bagoong; shrimp sauce.,592,667.0,494.0,506.0,789.0
42501500,"The image shows the food category of trail mix with chocolate. Additional details include any nuts, fruits, or seeds.",593,782.0,654.0,487.0,603.0
42101210,,594,787.0,164.0,,
58106514,"The image shows the food category of pizza with pepperoni, from frozen, medium crust. Additional details include original or not specified subcategory as to type of crust; homemade or ready to bake pizza.",595,,,404.0,281.0
92550030,"The image shows the food category of fruit juice drink, with high vitamin C, light. Additional details include minute Maid Light juice drinks; Tropicana Light lemonade; Light Hawaiian Punch; low calorie.",596,378.0,601.0,810.0,864.0
51401010,"The image shows the food category of bread, rye. Additional details include corn rye; Russian bread; pre-sliced or not.",597,480.0,539.0,775.0,740.0
53226500,"The image shows the food category of cookie, marshmallow, with rice cereal, no bake. Additional details include rice Krispies Treats bar cookie.",598,531.0,647.0,590.0,745.0
58101323,,599,609.0,437.0,617.0,843.0
41104011,,600,,366.0,191.0,
55100050,"The image shows the food category of pancakes, plain, fast food / restaurant. Additional details include buttermilk; hot cakes; fast food / restaurant, not further specified subcategory assigned.",601,,,298.0,336.0
24127220,"The image shows the food category of chicken breast, fried, coated, skin / coating eaten, from fast food / restaurant. Additional details include sauteed with coating; not specified subcategory as to prepared with skin; not specified subcategory as to coated or uncoated; prepared skinless.",602,,,382.0,288.0
83205450,"The image shows the food category of italian dressing, light. Additional details include newman's Own Light; diet, low calorie, low fat, reduced calorie, or reduced fat dressing; vinaigrette dressing; Greek dressing; onion or Vidalia onion dressing; Champagne dressing; celery seed dressing; red wine, balsamic, or raspberry vinegar dressing.",603,605.0,555.0,495.0,853.0
75115000,"The image shows the food category of mushrooms, raw.",604,505.0,634.0,666.0,754.0
91406500,"The image shows the food category of jam or jelly, fruit juice sweetened. Additional details include spreadable fruit; all fruit; preserve or marmalade.",605,517.0,582.0,636.0,832.0
51300050,"The image shows the food category of bread, whole grain white. Additional details include whole wheat white; pre-sliced or not.",606,530.0,529.0,855.0,709.0
26319130,"The image shows the food category of shrimp, steamed or boiled. Additional details include prawn.",607,679.0,723.0,645.0,560.0
57134000,"The image shows the food category of cereal, corn flakes, plain.",608,718.0,755.0,582.0,547.0
58100120,,609,769.0,418.0,504.0,889.0
57104000,,610,510.0,409.0,823.0,926.0
91703200,,611,527.0,533.0,530.0,1013.0
53209005,"The image shows the food category of cookie, chocolate, with icing or coating. Additional details include grasshopper (Keebler); Keebler 100 Calorie Right Bites Grasshopper; Girl Scout Thin Mints; Little Debbie Fudge Rounds.",612,858.0,375.0,719.0,725.0
54401021,"The image shows the food category of corn chips, plain. Additional details include dipsy Doodles; Bugles; corn chips, not further specified subcategory assigned.",613,,,289.0,372.0
57329000,"The image shows the food category of cereal, bran flakes, flavored. Additional details include raisin bran.",614,623.0,917.0,929.0,441.0
73102211,"The image shows the food category of carrots, fresh, cooked, no added fat. Additional details include cooking spray.",615,649.0,525.0,610.0,772.0
53247000,"The image shows the food category of cookie, vanilla wafer. Additional details include vanilla cookie, not specified subcategory as to type; wafer, not specified subcategory as to type; Nabisco Nilla Wafers.",616,650.0,616.0,501.0,817.0
92101850,"The image shows the food category of coffee, cafe con leche. Additional details include beverage made with equal amounts of coffee and milk, sugar added.",617,,729.0,222.0,911.0
11432500,,618,239.0,347.0,,
14650100,The image shows the food category of cheese sauce.,619,574.0,875.0,498.0,713.0
56203155,"The image shows the food category of oatmeal, instant, fruit flavored, no added fat. Additional details include instant packet; fruit and cream; not specified subcategory as to fat.",620,,,407.0,299.0
27146010,,621,249.0,340.0,,
43102000,"The image shows the food category of sunflower seeds, plain, unsalted.",622,496.0,712.0,643.0,779.0
63133010,"The image shows the food category of papaya, raw.",623,544.0,899.0,521.0,701.0
41201010,"The image shows the food category of baked beans. Additional details include chili; barbecue; baked beans, not further specified subcategory assigned.",624,2747.0,2872.0,2174.0,219.0
51154010,"The image shows the food category of roll, white, hot dog bun. Additional details include frankfurter bun; potato bun.",625,,639.0,409.0,508.0
92100500,"The image shows the food category of coffee, not specified subcategory as to brewed or instant. Additional details include coffee singles, bags, pods, or K-cups.",626,175.0,1565.0,3206.0,2600.0
75122200,"The image shows the food category of pepper, sweet, red, raw.",627,599.0,545.0,739.0,738.0
11710378,"The image shows the food category of infant formula, Similac Sensitive, powder, made with bottled water. Additional details include similac varieties Pro-Sensitive, Total Comfort, Pro-Total Comfort.",628,645.0,807.0,2039.0,393.0
32130060,"The image shows the food category of egg omelet or scrambled egg, made with cooking spray. Additional details include made with nonstick spray.",629,669.0,460.0,681.0,824.0
53510100,"The image shows the food category of danish pastry, with fruit. Additional details include with icing; Pillsbury Apple, Blueberry, Cherry, or Strawberry Toaster Strudel; toaster strudel, not further specified subcategory assigned.",630,695.0,617.0,528.0,781.0
71200120,"The image shows the food category of potato chips, sour cream and onion flavored. Additional details include regular or kettle cut.",631,,,335.0,352.0
58131323,"The image shows the food category of ravioli, meat-filled, with tomato sauce or meat sauce, canned. Additional details include canned ravioli, not specified subcategory as to filling; Franco-American Beef RavioliO's; Chef Boyardee Beef Ravioli or Mini Ravioli; Sir Chomps-a-Lot Bite Size Beef Ravioli.",632,548.0,596.0,727.0,802.0
58163380,"The image shows the food category of flavored rice and pasta mixture. Additional details include rice-A-Roni, all flavors; Lipton / Knorr Rice and Sauce, all flavors.",633,812.0,450.0,579.0,847.0
75216120,"The image shows the food category of corn, not specified subcategory as to form, cooked. Additional details include with or without fat.",634,1612.0,4309.0,,217.0
11411200,"The image shows the food category of yogurt, low fat milk, plain. Additional details include 1% fat; 2% fat; 99% fat free; light.",635,320.0,772.0,964.0,917.0
58112510,"The image shows the food category of wonton, dumpling or pot sticker, steamed. Additional details include not specified subcategory as to fried; any meat.",636,455.0,665.0,976.0,715.0
